id,loss
4,1367.90211578314
6,2323.294572855107
9,9119.187552803141
12,4992.271568432695
15,778.1911371232724
17,2399.3440026139046
21,2297.49343197123
28,1036.215804536541
32,1499.3534172839145
43,4493.341411335597
46,2012.566942285564
50,1079.1502186680916
54,1786.953803866032
62,2042.0754270473105
70,2543.2234057752707
71,2531.4584337206807
75,1402.7206449254672
77,1624.2999079398664
81,2217.103319784498
83,3100.359740646713
87,1887.5113899768976
97,3207.3484911465
103,1679.0071143341288
119,1508.3563957099032
120,2165.9738257986623
127,1252.037941592
138,3674.231384816864
141,4753.939555406407
148,1341.9828888501781
150,1890.9837346698687
151,2781.8452455006777
158,1775.2148532517353
160,2920.657869905134
165,1893.7895672777531
168,4230.696281289739
169,3109.879166509097
177,2672.080834593409
178,3118.551474532511
184,1911.627090738012
194,9167.755068413051
198,1549.6671486727103
203,3681.824521337352
211,2083.9097905605627
217,1429.3502048106984
219,1116.1402070258353
221,2661.6120277786927
227,2171.8659016959023
230,1274.2473997053362
235,2478.2749419257193
240,900.1501275087342
243,2141.6928094383975
249,3248.309582064215
253,2071.172887231661
258,1612.9748251781289
261,2194.8282372208773
263,2913.739783622913
264,1993.2434032060319
265,4507.45438311274
268,2080.875227744675
271,1451.6676394360272
274,2485.3454406345236
275,837.3020214540954
279,1505.8433299244016
282,1561.969507400131
286,2398.16863492302
288,1730.2076416500893
294,2073.619142879539
296,1563.4141838751132
297,1617.7928623525618
300,1177.2111165080669
303,3858.847109545157
314,1116.2756312052425
315,4091.538279604095
321,2545.3236552558324
323,3572.331432797001
330,1911.0002953746189
341,1386.074158627146
342,3746.2876958134057
352,1363.1606209174008
353,4812.241488148536
360,3760.0771602763225
361,1624.7468169973658
362,4906.279251363894
366,1213.3240944987385
372,2997.032065582506
376,2756.5225769389326
377,2075.1980286650664
379,1459.208953458905
380,4099.243091872056
387,1312.740415121921
392,1443.8385307834633
394,3804.0958282364995
395,1563.7189939687203
397,1320.052910529097
407,4544.607121222779
411,8081.526704147011
416,4096.226542620918
417,1800.4171428238944
419,3613.0641041537997
428,4104.355068523845
431,2636.1011253988618
436,3353.9290304163883
438,1132.7622347421302
445,5974.122391285355
446,4300.050600641651
455,1241.1166313942051
456,1231.075918502389
461,859.8681835528186
463,1380.988799072358
464,2935.229847414938
466,1212.6481891685996
467,1009.8856961793598
470,1452.8303004409797
475,1699.1543479449927
482,2688.461593603298
490,4878.751005057807
496,2124.872220447636
497,2797.3882955641693
508,3011.738417001096
510,2190.1038284701626
512,1629.9236737823126
513,3447.674088212706
523,2641.022420657117
531,2534.2315815447005
532,2140.514199580238
533,1329.1274616949634
537,1326.6256109188546
544,4180.813724259241
547,3322.4806122614714
556,6339.873556530029
565,1806.0693167566833
566,1894.053811006144
571,1191.5951110880783
573,2063.6262277452743
574,1182.7548337148503
581,2201.7384340547774
585,2809.6728158868
589,2030.4840862197686
597,1617.067126647706
601,2901.7647508632585
602,1472.2013683469202
613,1959.8541281059092
616,2228.0396149501635
619,1126.1207279896757
622,1780.9141698795588
623,1646.6486117865052
629,1318.9504446396159
634,1432.2356446701253
638,870.103073568819
642,1504.6720725950438
643,3074.788028292697
645,1233.8477573988218
648,4132.675818226703
652,1413.1191819424469
664,1078.8127892741136
666,1910.4125299761104
672,1077.0765234861585
676,2745.2042770922803
678,4368.585833364719
682,2074.886607196698
686,2975.090705064256
688,2192.021356829328
689,1537.6709877383435
690,2761.6838323468514
692,5913.814223929554
695,1747.2747273139514
697,3429.9243831903905
698,2414.0800191562107
706,1778.8495222498868
708,1735.2501042325607
712,1886.8801803997742
715,2378.744556210331
717,1250.7016222360992
725,2544.4100351296374
729,1115.1091058531952
737,1670.6221114728655
739,3585.5255543129297
747,2727.0753785548645
753,2201.356832056375
758,2198.2066409437157
759,2260.2849329336436
763,1550.453986661227
773,3579.910345383583
774,1602.6106867525427
776,1860.2928771288873
788,2364.7907845741797
790,1979.2391309124182
794,1142.6193662527562
801,1792.7914787868642
802,1271.305535671571
805,1896.9339748066034
809,5364.33661320801
812,1211.8778468476828
825,2275.812891757608
828,1866.442294311067
830,943.0847571186818
833,1445.073904921715
850,6521.58224393158
852,2874.8961144460577
862,1645.0148072293996
863,1296.1770227408401
864,1504.010038067951
865,3332.0220968808644
868,5337.871680504838
872,1619.8198553804123
879,4678.6253511456935
880,1552.1343840603988
883,1513.33525830786
886,1632.3684578856662
923,1686.8073530884426
924,1457.419390325886
932,1639.2283330629962
945,4389.961483283963
947,3357.620384998398
948,1460.1889294952757
955,3506.6157197015677
963,4086.1656738345846
979,1461.909364436629
989,1956.241852347188
994,2867.0826858002943
995,2348.200655982075
998,1578.2099982393308
1000,2708.69882383349
1018,1936.3191173165008
1019,1461.117222664749
1028,1346.7122382959699
1034,1341.802408009692
1038,1504.4438160501861
1040,1049.634820895714
1042,1569.154881802578
1057,6018.2246657978085
1058,1441.0873536764404
1063,1453.6153535282158
1066,3310.9161300337905
1071,4196.519268080755
1073,3586.9928276187497
1074,1663.7511336421805
1077,2344.993351845872
1080,4528.049542829208
1088,1007.4750803553408
1096,1155.0873661151627
1097,6171.201386401386
1105,3508.298434227172
1115,2172.579240274154
1116,3352.350957660835
1122,1651.8000698040655
1130,5103.10457381841
1133,2162.1689673055994
1137,3173.3782481326266
1140,1867.5307608239536
1143,4303.74940355952
1149,3233.9348205974884
1150,1184.934770233314
1153,1027.3433710999418
1157,1867.7821485249813
1180,665.2687459015682
1183,950.4230507801001
1188,2182.92177233738
1193,1384.7235123629882
1200,952.9177125089157
1209,2806.5322162644447
1214,1896.8586522032072
1219,1400.9736526648987
1223,4105.62176024255
1227,993.5281269282815
1228,1318.0286995178642
1229,3401.2769197344132
1233,1487.6772819474122
1238,4200.835691866384
1239,1668.7120416520338
1241,4091.4078796087006
1243,2371.9905818972943
1244,1347.1937444192106
1245,4443.384482056408
1277,3296.945501218484
1279,2180.133594386329
1292,4686.271284036819
1293,2610.763439633712
1299,4726.707241131015
1304,2597.3547973113555
1313,3339.6188967115504
1328,2895.070543802451
1330,1869.650481091035
1334,1904.5404282518655
1335,1498.2267498886838
1336,2708.463425312905
1341,1272.091064557033
1344,1407.3394005142393
1351,1179.4596172308209
1352,1959.1308844840298
1354,1391.5660517114597
1368,6334.185992515557
1373,1285.9422444709116
1375,941.741444977865
1381,1613.2903871612193
1384,2265.221744747865
1385,2757.9639949448638
1388,6513.895583395714
1401,4087.292559330128
1402,2388.445312131186
1404,1300.5247103754893
1406,1423.8330210662161
1409,1374.979318628777
1422,1650.249714802376
1429,3657.0199398433724
1433,4845.587465183827
1438,1136.5133695800016
1444,1509.6399763067898
1446,1849.1682821566276
1450,803.30944545279
1451,868.2074256584837
1454,2930.7421652928783
1458,1440.9630640080354
1461,3018.2315672233885
1464,6678.495710094509
1465,1221.5789064053715
1478,2497.248609870077
1479,2142.6589595644164
1480,3940.0175436783643
1484,1728.781650425671
1486,1139.7770193789627
1488,1049.4098043015833
1489,2850.7643096062466
1491,1260.5450159385296
1507,2421.9167369716874
1515,1667.615365106544
1519,1951.3373543818643
1528,2245.325652088526
1529,1503.6326529837952
1530,2997.901108974549
1532,1317.2795786326253
1541,1550.572257308978
1542,3147.3681972962686
1547,2080.5619902590274
1549,1233.5795501585396
1553,1888.1674548719607
1554,2585.7592742950064
1555,1350.2755401710974
1559,1676.947563509803
1565,1536.2480707021164
