id,loss
4,1114.9244
6,2862.7485
9,9040.867
12,6663.038
15,783.1094
17,2487.2964
21,1858.7614
28,973.0806
32,1611.1372
43,4485.373
46,2270.6606
50,1207.0088
54,1144.1754
62,3188.654
70,2151.4314
71,3481.034
75,2166.195
77,1955.9363
81,2789.7886
83,2663.8645
87,1915.7056
97,1691.9309
103,1292.5237
119,1115.3882
120,2833.7158
127,811.4157
138,4544.2134
141,4346.411
148,1652.3993
150,2064.0273
151,2588.1418
158,1732.6437
160,4107.391
165,2079.588
168,4073.6821
169,3234.7563
177,2473.9763
178,3165.3186
184,1736.0161
194,12049.462
198,1554.8479
203,3310.191
211,1892.635
217,1234.05
219,1274.5126
221,4228.69
227,2292.395
230,1463.0033
235,2225.1829
240,709.8854
243,2386.27
249,4599.6123
253,2928.516
258,1521.7935
261,1747.71
263,3524.947
264,2181.3867
265,4669.7383
268,1698.0322
271,1230.0675
274,3340.4446
275,666.3673
279,1677.535
282,1852.858
286,3611.992
288,1203.3608
294,1547.3438
296,1127.0298
297,1343.7493
300,1171.2662
303,5321.359
314,1064.0952
315,4171.19
321,2941.8223
323,4723.977
330,3010.338
341,1391.1393
342,4188.7456
352,1407.3175
353,3680.3284
360,3883.3147
361,1403.7881
362,6028.0786
366,1339.9172
372,3280.5364
376,2587.8743
377,1916.2401
379,1188.6796
380,3655.1895
387,1987.7308
392,2290.1355
394,3987.0
395,1424.6494
397,1312.0931
407,5884.8735
411,7556.8604
416,4322.8813
417,1501.644
419,3356.3086
428,3439.7732
431,2390.973
436,3097.2593
438,1571.0544
445,4806.645
446,7125.0376
455,1283.9343
456,1309.4644
461,850.0053
463,2118.4595
464,4097.2583
466,1115.102
467,906.54865
470,1414.5385
475,1465.9327
482,3020.466
490,5088.9863
496,2211.9783
497,2356.4626
508,3179.3623
510,1953.577
512,1216.0933
513,3981.9805
523,2201.7644
531,2637.9568
532,1928.1133
533,1419.4337
537,1198.2595
544,5284.7837
547,3848.3499
556,8097.2593
565,1737.6162
566,1767.1035
571,1329.3074
573,1116.3353
574,988.3238
581,2124.6375
585,2929.9075
589,2518.8284
597,2370.531
601,2927.1565
602,1380.0547
613,1454.5518
616,1662.3713
619,1873.6051
622,2279.4194
623,1283.1147
629,1204.9099
634,1714.9722
638,849.78284
642,1410.356
643,2572.424
645,1094.8519
648,5349.3696
652,1541.2333
664,1299.4159
666,2128.0583
672,956.57025
676,2441.1973
678,5212.58
682,2017.8357
686,2735.2383
688,3283.817
689,1177.9274
690,2187.7065
692,11902.973
695,1907.2909
697,3442.5266
698,2032.6748
706,2485.288
708,1424.7534
712,2002.1461
715,3562.0212
717,1477.223
725,2926.8228
729,1013.05695
737,1876.9825
739,2981.7996
747,3190.54
753,1612.4053
758,2374.581
759,2053.997
763,1174.7605
773,3716.346
774,1829.3995
776,1090.9731
788,3552.319
790,1726.7416
794,1000.916
801,2540.485
802,994.57794
805,1019.9232
809,5984.3857
812,1263.1888
825,3257.5195
828,2564.6099
830,1168.0537
833,1825.3799
850,8265.0625
852,4448.817
862,1644.9882
863,1313.7296
864,1460.1562
865,3206.0562
868,6056.9146
872,1397.2535
879,7365.8916
880,1428.5146
883,1633.0875
886,1506.5275
923,1764.962
924,1464.7805
932,1675.4574
945,12359.157
947,3532.7075
948,1352.791
955,3121.5066
963,3780.2773
979,1355.4377
989,1671.0635
994,2937.7302
995,1793.9353
998,1776.9177
1000,2218.3772
1018,1426.3093
1019,1772.212
1028,1593.4537
1034,1331.6199
1038,1161.9142
1040,1059.7015
1042,1556.8859
1057,5567.596
1058,1385.353
1063,1146.8864
1066,4143.168
1071,5182.211
1073,3347.8596
1074,3556.3257
1077,2189.349
1080,7042.049
1088,966.2348
1096,834.64374
1097,7533.022
1105,4979.755
1115,1892.8815
1116,3860.8923
1122,1330.9108
1130,6034.187
1133,1674.5157
1137,3404.8933
1140,1691.8574
1143,4930.1807
1149,4750.7183
1150,1023.25665
1153,726.06244
1157,1601.0876
1180,580.4861
1183,855.8709
1188,2622.3013
1193,1171.1814
1200,775.57635
1209,3283.964
1214,1821.7288
1219,1409.8927
1223,3744.9543
1227,925.09503
1228,1291.3298
1229,4799.4624
1233,932.4431
1238,3568.9988
1239,1312.8448
1241,3468.5374
1243,1581.6198
1244,901.5584
1245,4107.9355
1277,4277.663
1279,3361.6006
1292,4780.3135
1293,2125.4824
1299,3811.1765
1304,2711.6213
1313,3616.3418
1328,2455.529
1330,1275.5255
1334,1614.4486
1335,1432.3746
1336,3546.4258
1341,1193.5027
1344,1301.3517
1351,820.4803
1352,2290.816
1354,1226.4199
1368,5336.8496
1373,1520.8446
1375,721.407
1381,1263.1141
1384,2448.1204
1385,4724.621
1388,6288.2197
1401,5415.235
1402,3357.6084
1404,1399.6708
1406,1468.6488
1409,1100.1396
1422,1412.3958
1429,3685.3755
1433,5523.9946
1438,1136.1318
1444,1418.9783
1446,1455.1886
1450,1198.2938
1451,551.0856
1454,2166.41
1458,1475.848
1461,3161.4
1464,6755.127
1465,1055.5818
1478,2221.6567
1479,1487.7013
1480,4706.148
1484,2376.551
1486,922.12445
1488,950.9817
1489,3229.9106
1491,1251.6827
1507,2382.7102
1515,2347.8813
1519,1831.7109
1528,2060.2092
1529,1374.9268
1530,2600.6392
1532,826.14923
1541,1544.0131
1542,3312.0444
1547,1595.407
1549,1014.9431
1553,2059.3577
1554,1851.4583
1555,1286.8806
1559,1471.0366
1565,1560.4274
1568,1235.5044
1576,2418.585
1579,1281.9003
1592,957.52905
1596,2898.124
1605,953.4977
1607,1400.4893
1612,2584.578
1617,3833.5403
1619,1942.461
1620,8685.07
1624,2487.4255
1627,1532.053
1633,1926.3479
1636,1138.5833
1639,1103.1166
1640,5401.8086
1644,1429.6431
1646,1159.4558
1647,2851.0903
1654,1325.485
1655,3804.5671
1664,6282.1836
1665,1546.7101
1667,3492.2595
1669,1062.8634
1678,2551.6555
1682,2726.121
1689,996.1186
1690,2184.3552
1693,5743.361
1695,1101.6022
1705,3681.3008
1706,1855.2114
1708,2696.9443
1716,1451.1025
1720,9596.65
1722,1501.2474
1749,4424.4756
1750,1991.05
1751,5673.667
1760,3726.0413
1763,3309.3765
1770,1293.0594
1777,2476.6047
1785,6890.791
1791,1437.6016
1794,4370.4854
1800,1322.0946
1816,1108.265
1817,1030.7979
1821,4939.1177
1836,1484.298
1838,1406.265
1851,2655.9983
1852,2185.3335
1854,2587.1265
1856,875.5141
1865,923.9819
1872,1196.5986
1878,903.82983
1880,1102.2279
1881,1597.3191
1882,1445.3542
1886,953.29767
1892,1766.4691
1894,2841.347
1898,3066.7063
1899,4168.9546
1902,1347.0956
1903,4207.719
1906,1414.782
1910,2374.9854
1911,2126.0847
1914,2909.7
1929,2284.122
1932,1457.2843
1952,940.2606
1959,1506.4025
1960,1621.6672
1976,5532.72
1980,3474.066
1981,1781.104
1987,2146.6582
1994,1733.6437
2000,1578.8287
2008,2514.6282
2011,2760.1147
2012,3896.7627
2019,2169.171
2022,2515.0935
2024,9936.621
2028,933.2745
2030,3725.6113
2031,9302.324
2047,1726.023
2049,1174.3527
2050,1687.5823
2051,3602.7239
2056,1902.9396
2057,1147.4607
2059,1879.6023
2069,4038.8018
2085,2170.3555
2089,1068.7867
2090,1521.6831
2101,3300.1042
2114,4585.684
2115,1421.242
2118,1306.0564
2119,3053.731
2125,1427.9923
2128,2808.3594
2129,1730.5753
2132,1788.2899
2133,2409.5303
2135,859.6731
2136,1676.9113
2143,1151.6228
2144,1328.8264
2145,3008.544
2152,1471.4253
2160,4669.346
2166,1848.8169
2169,1354.0812
2170,1452.2565
2172,1418.4384
2181,1515.544
2183,1752.3312
2185,3510.6855
2188,2353.746
2189,1995.9121
2194,3298.3235
2202,1635.3232
2208,2989.6187
2227,1263.7473
2230,5398.4507
2235,2812.9324
2236,1792.5697
2244,8216.995
2248,934.9265
2252,1170.2592
2254,1740.8829
2260,4870.3174
2263,1730.9203
2274,1266.5513
2277,1136.1189
2279,3770.2827
2280,14673.434
